ShareClass ISIN,isin,name,Constituent Country,Constituent Currency ISO Code,weight_percentage,Constituent Rating,Constituent Main Exchange Name,Constituent Industry Classification Name,ticker
IE00BL25JP72,US7710491033,ROBLOX CORP,Vereinigte Staaten von Amerika,USD,0.34349705,,New York Stock Exchange,Kommunikationsdienste,
IE00BL25JP72,CA15101Q2071,CELESTICA INC,Kanada,CAD,0.33453987,,,Informationstechnologie,
IE00BL25JP72,HK0000069689,AIA GROUP LTD,Hong Kong,HKD,0.33131002,,,Finanzen,
IE00BL25JP72,US0404132054,ARISTA NETWORKS INC,Vereinigte Staaten von Amerika,USD,0.32727409,,New York Stock Exchange,Informationstechnologie,
IE00BL25JP72,US14149Y1082,CARDINAL HEALTH INC,Vereinigte Staaten von Amerika,USD,0.32128872999999997,,New York Stock Exchange,Gesundheitswesen,
IE00BL25JP72,US03073E1055,CENCORA INC,Vereinigte Staaten von Amerika,USD,0.31932890999999997,,New York Stock Exchange,Gesundheitswesen,
IE00BL25JP72,US25809K1051,DOORDASH INC,Vereinigte Staaten von Amerika,USD,0.31773422,,New York Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,US18915M1071,CLOUDFLARE INC,Vereinigte Staaten von Amerika,USD,0.31434792,,New York Stock Exchange,Informationstechnologie,
IE00BL25JP72,NL0013654783,PROSUS NV,Niederlande,EUR,0.3126683,,Euronext Amsterdam,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,LR0008862868,ROYAL CARIBBEAN CRUISES LTD,Vereinigte Staaten von Amerika,USD,0.31060369,Ba1,New York Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,IE00BK9ZQ967,TRANE TECHNOLOGIES PLC,Vereinigte Staaten von Amerika,USD,0.30609516999999997,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,JP3788600009,HITACHI LTD,Japan,JPY,0.30596637,A3,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,DE0006047004,HEIDELBERG MATERIALS AG,Deutschland,EUR,0.29126706999999996,Ba1,XETRA,Material,
IE00BL25JP72,CA9628791027,WHEATON PRECIOUS METALS CORP,Brasilien,CAD,0.2898672,,Toronto Stock Exchange,Material,
IE00BL25JP72,NL0011821202,ING GROEP NV,Niederlande,EUR,0.28721068,,Euronext Amsterdam,Finanzen,
IE00BL25JP72,JP3388200002,AEON LTD,Japan,JPY,0.2847306,Baa1,Tokyo Stock Exchange,BasiskonsumgÃ¼ter,
IE00BL25JP72,ES0140609019,CAIXABANK SA,Spanien,EUR,0.282144,Baa3,Mercado Continuo Espana,Finanzen,
IE00BL25JP72,GB0004082847,STANDARD CHARTERED PLC,GroÃbritannien (UK),GBP,0.27658916,A2,London Stock Exchange,Finanzen,
IE00BL25JP72,US92840M1027,VISTRA CORP,Vereinigte Staaten von Amerika,USD,0.2716277,,New York Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,CH0012214059,HOLCIM LTD AG,Schweiz,CHF,0.26788699,Baa2,Scoach Switzerland,Material,
IE00BL25JP72,JP3811000003,FUJIKURA LTD,Japan,JPY,0.26406506999999996,,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US74762E1029,QUANTA SERVICES INC,Vereinigte Staaten von Amerika,USD,0.263544,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,CH0012221716,ABB LTD,Schweiz,CHF,0.25911021,A2,Scoach Switzerland,Industrieunternehmen,
IE00BL25JP72,IL0006046119,BANK LEUMI LE ISRAEL BM,Israel,ILS,0.25251688,,,Finanzen,
IE00BL25JP72,US8740541094,TAKE-TWO INTERACTIVE SOFTWARE INC,Vereinigte Staaten von Amerika,USD,0.25064901,,NASDAQ National Market System,Kommunikationsdienste,
IE00BL25JP72,CH0126881561,SWISS RE AG,Schweiz,CHF,0.24944659,,Scoach Switzerland,Finanzen,
IE00BL25JP72,US9344231041,WARNER BROS DISCOVERY INC,Vereinigte Staaten von Amerika,USD,0.24897572,,NASDAQ National Market System,Kommunikationsdienste,
IE00BL25JP72,JP3902400005,MITSUBISHI ELECTRIC CORP,Japan,JPY,0.24895681999999997,A1,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,CA4969024047,KINROSS GOLD CORP,Kanada,CAD,0.24785578,Baa3,Toronto Stock Exchange,Material,
IE00BL25JP72,US02043Q1076,ALNYLAM PHARMACEUTICALS INC,Vereinigte Staaten von Amerika,USD,0.24507009,,NASDAQ National Market System,Gesundheitswesen,
IE00BL25JP72,US0255371017,AMERICAN ELECTRIC POWER COMPANY INC,Vereinigte Staaten von Amerika,USD,0.23772614,Baa2,New York Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,CA0641491075,BANK OF NOVA SCOTIA,Kanada,CAD,0.23502495,Aa2,Toronto Stock Exchange,Finanzen,
IE00BL25JP72,JP3885780001,MIZUHO FINANCIAL GROUP INC,Japan,JPY,0.23478002999999997,A2,Tokyo Stock Exchange,Finanzen,
IE00BL25JP72,FR0000121667,ESSILORLUXOTTICA SA,Frankreich,EUR,0.23255757000000002,A2,Euronext Paris,Gesundheitswesen,
IE00BL25JP72,CA25675T1075,DOLLARAMA INC,Kanada,CAD,0.23234420000000003,,Toronto Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,CA0636711016,BANK OF MONTREAL,Kanada,CAD,0.23046778,Aa3,Toronto Stock Exchange,Finanzen,
IE00BL25JP72,DE000CBK1001,COMMERZBANK AG,Deutschland,EUR,0.22703958,Baa1,XETRA,Finanzen,
IE00BL25JP72,US81141R1005,SEA LTD,Singapur,USD,0.22530546,,New York Stock Exchange,Kommunikationsdienste,
IE00BL25JP72,AT0000652011,ERSTE GROUP BANK AG,Ãsterreich,EUR,0.22383326999999997,Baa1,Vienna Stock Exchange,Finanzen,
IE00BL25JP72,IL0006625771,BANK HAPOALIM BM,Israel,ILS,0.22310674,,,Finanzen,
IE00BL25JP72,CA06849F1080,BARRICK MINING CORP,Kanada,CAD,0.21601539,,,Material,
IE00BL25JP72,DE000ENAG999,E ON SE,Deutschland,EUR,0.21497594,A3,XETRA,Versorgungsunternehmen,
IE00BL25JP72,JP3407400005,SUMITOMO ELECTRIC INDUSTRIES LTD,Japan,JPY,0.2142162,A1,Tokyo Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,US05464C1018,AXON ENTERPRISE INC,Vereinigte Staaten von Amerika,USD,0.21260556000000003,,NASDAQ National Market System,Industrieunternehmen,
IE00BL25JP72,HK0388045442,HONG KONG EXCHANGES AND CLEARING L,Hong Kong,HKD,0.2098639,,,Finanzen,
IE00BL25JP72,CA13321L1085,CAMECO CORP,Kanada,CAD,0.20845383,,Toronto Stock Exchange,Energie,
IE00BL25JP72,US29364G1031,ENTERGY CORP,Vereinigte Staaten von Amerika,USD,0.20663162,,New York Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,JP3818000006,FUJITSU LTD,Japan,JPY,0.2058837,Baa1,Tokyo Stock Exchange,Informationstechnologie,
IE00BL25JP72,CH1335392721,GALDERMA GROUP AG,Schweiz,CHF,0.2052483,,,Gesundheitswesen,
IE00BL25JP72,US8334451098,SNOWFLAKE INC,Vereinigte Staaten von Amerika,USD,0.20226520999999997,,New York Stock Exchange,Informationstechnologie,
IE00BL25JP72,US7731211089,ROCKET LAB USA INC,Vereinigte Staaten von Amerika,USD,0.19780422999999997,,NASDAQ National Market System,Industrieunternehmen,
IE00BL25JP72,US6293775085,NRG ENERGY INC,Vereinigte Staaten von Amerika,USD,0.19569539,B1,New York Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,CA3039011026,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Kanada,CAD,0.19545418,Baa3,Toronto Stock Exchange,Finanzen,
IE00BL25JP72,IT0003856405,LEONARDO,Italien,EUR,0.19542475999999998,Ba1,Milan Stock Exchange,Industrieunternehmen,
IE00BL25JP72,CA7392391016,POWER CORPORATION OF CANADA,Kanada,CAD,0.18939944,A2,Toronto Stock Exchange,Finanzen,
IE00BL25JP72,JP3134800006,IHI CORP,Japan,JPY,0.18890499,,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US2786421030,EBAY INC,Vereinigte Staaten von Amerika,USD,0.18771736,A2,NASDAQ National Market System,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,GB00B1YW4409,3I GROUP PLC,GroÃbritannien (UK),GBP,0.18716496999999999,Baa2,London Stock Exchange,Finanzen,
IE00BL25JP72,CA3518581051,FRANCO NEVADA CORP,Kanada,CAD,0.18584833,,Toronto Stock Exchange,Material,
IE00BL25JP72,JP3571400005,TOKYO ELECTRON LTD,Japan,JPY,0.18569179,,Tokyo Stock Exchange,Informationstechnologie,
IE00BL25JP72,FR0010307819,LEGRAND SA,Frankreich,EUR,0.17975555,A3,Euronext Paris,Industrieunternehmen,
IE00BL25JP72,GB00BLGZ9862,TESCO PLC,GroÃbritannien (UK),GBP,0.17840658,,,BasiskonsumgÃ¼ter,
IE00BL25JP72,US5024311095,L3HARRIS TECHNOLOGIES INC,Vereinigte Staaten von Amerika,USD,0.1771769,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,NL0015001FS8,FERROVIAL,Niederlande,EUR,0.17717606,,,Industrieunternehmen,
IE00BL25JP72,US45841N1072,INTERACTIVE BROKERS GROUP INC,Vereinigte Staaten von Amerika,USD,0.17449327,,NASDAQ National Market System,Finanzen,
IE00BL25JP72,IT0000062072,GENERALI,Italien,EUR,0.16884665,Baa2,Milan Stock Exchange,Finanzen,
IE00BL25JP72,FR0000133308,ORANGE SA,Frankreich,EUR,0.16877461,Baa1,Euronext Paris,Kommunikationsdienste,
IE00BL25JP72,JP3898400001,MITSUBISHI CORP,Japan,JPY,0.16780136,A1,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US2310211063,CUMMINS INC,Vereinigte Staaten von Amerika,USD,0.16649933,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,FR0000121329,THALES SA,Frankreich,EUR,0.16444216,A2,Euronext Paris,Industrieunternehmen,
IE00BL25JP72,FR0010208488,ENGIE SA,Frankreich,EUR,0.16234853,A1,Euronext Paris,Versorgungsunternehmen,
IE00BL25JP72,US37045V1008,GENERAL MOTORS CO,Vereinigte Staaten von Amerika,USD,0.15939966,Aaa,New York Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,US8760301072,TAPESTRY INC,Vereinigte Staaten von Amerika,USD,0.15834834,,New York Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,US1717793095,CIENA CORP,Vereinigte Staaten von Amerika,USD,0.1574943,B2,New York Stock Exchange,Informationstechnologie,
IE00BL25JP72,US83406F1021,SOFI TECHNOLOGIES INC,Vereinigte Staaten von Amerika,USD,0.15735209,,NASDAQ National Market System,Finanzen,
IE00BL25JP72,CH0014852781,SWISS LIFE HOLDING AG,Schweiz,CHF,0.15601484000000002,,Scoach Switzerland,Finanzen,
IE00BL25JP72,US12504L1098,CBRE GROUP INC,Vereinigte Staaten von Amerika,USD,0.15588781999999998,,New York Stock Exchange,Immobilien,
IE00BL25JP72,BE0003565737,KBC GROEP NV,Belgien,EUR,0.15519729000000002,A3,Euronext Brussels,Finanzen,
IE00BL25JP72,SG1T75931496,SINGAPORE TELECOMMUNICATIONS LTD,Singapur,SGD,0.15203334,,,Kommunikationsdienste,
IE00BL25JP72,SE0021921269,SAAB AB,Schweden,SEK,0.15027183,,,Industrieunternehmen,
IE00BL25JP72,US92537N1081,VERTIV HOLDINGS CO,Vereinigte Staaten von Amerika,USD,0.14717303,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,GB0007099541,PRUDENTIAL PLC,Hong Kong,GBP,0.14674295,A2,London Stock Exchange,Finanzen,
IE00BL25JP72,JP3165000005,SOMPO HOLDINGS INC,Japan,JPY,0.14354245,,Tokyo Stock Exchange,Finanzen,
IE00BL25JP72,FI4000297767,NORDEA BANK,Finnland,EUR,0.14129945,,Helsinki Stock Exchange,Finanzen,
IE00BL25JP72,US75734B1008,REDDIT INC,Vereinigte Staaten von Amerika,USD,0.13780007,,New York Stock Exchange,Kommunikationsdienste,
IE00BL25JP72,GB00BPQY8M80,AVIVA PLC,GroÃbritannien (UK),GBP,0.1366748,,,Finanzen,
IE00BL25JP72,ES0167050915,ACS ACTIVIDADES DE CONSTRUCCION Y,Spanien,EUR,0.13659857,,Mercado Continuo Espana,Industrieunternehmen,
IE00BL25JP72,US1999081045,COMFORT SYSTEMS USA INC,Vereinigte Staaten von Amerika,USD,0.13381957,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US45168D1046,IDEXX LABORATORIES INC,Vereinigte Staaten von Amerika,USD,0.12611601,,NASDAQ National Market System,Gesundheitswesen,
IE00BL25JP72,US26884L1098,EQT CORP,Vereinigte Staaten von Amerika,USD,0.1239865,Baa3,New York Stock Exchange,Energie,
IE00BL25JP72,US4576693075,INSMED INC,Vereinigte Staaten von Amerika,USD,0.12316972,,NASDAQ National Market System,Gesundheitswesen,
IE00BL25JP72,_CURRENCYUSD,US DOLLAR,Vereinigte Staaten von Amerika,USD,0.12288705999999999,,,unbekannt,
IE00BL25JP72,IE00BYTBXV33,RYANAIR HOLDINGS PLC,Irland,EUR,0.12277152,,Irish Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US29084Q1004,EMCOR GROUP INC,Vereinigte Staaten von Amerika,USD,0.1223649,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,DE0005785604,FRESENIUS SE AND CO KGAA,Deutschland,EUR,0.12117404,Ba1,XETRA,Gesundheitswesen,
IE00BL25JP72,IT0005218380,BANCO BPM,Italien,EUR,0.11728189,,Milan Stock Exchange,Finanzen,
IE00BL25JP72,ES0113860A34,BANCO DE SABADELL SA,Spanien,EUR,0.1170477,,Mercado Continuo Espana,Finanzen,
IE00BL25JP72,CH0466642201,HELVETIA HOLDING AG,Schweiz,CHF,0.11503321,,Scoach Switzerland,Finanzen,
IE00BL25JP72,KYG254571055,CREDO TECHNOLOGY GROUP HOLDING LTD,Kaiman Inseln,USD,0.11488335999999999,,NASDAQ National Market System,Informationstechnologie,
IE00BL25JP72,IE00BF0L3536,AIB GROUP PLC,Irland,EUR,0.11352245,,,Finanzen,
IE00BL25JP72,JP3877600001,MARUBENI CORP,Japan,JPY,0.11321965,Baa2,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US0495601058,ATMOS ENERGY CORP,Vereinigte Staaten von Amerika,USD,0.11306168,Baa1,New York Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,IL0011334468,CYBERARK SOFTWARE LTD,Israel,USD,0.11258099,,NASDAQ National Market System,Informationstechnologie,
IE00BL25JP72,HK2388011192,BOC HONG KONG HOLDINGS LTD,China,HKD,0.11254172,,,Finanzen,
IE00BL25JP72,IL0010811243,ELBIT SYSTEMS LTD,Israel,ILS,0.11250057,,,Industrieunternehmen,
IE00BL25JP72,AU000000BXB1,BRAMBLES LTD,Australien,AUD,0.11175842999999999,Baa1,Australian Stock Exchange,Industrieunternehmen,
IE00BL25JP72,CA6330671034,NATIONAL BANK OF CANADA,Kanada,CAD,0.10864365000000001,,Toronto Stock Exchange,Finanzen,
IE00BL25JP72,JP3837800006,HOYA CORP,Japan,JPY,0.10744406000000001,,Tokyo Stock Exchange,Gesundheitswesen,
IE00BL25JP72,GB0032089863,NEXT PLC,GroÃbritannien (UK),GBP,0.10723868,Baa2,London Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,JP3210200006,KAJIMA CORP,Japan,JPY,0.10628173,,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,NL0000687663,AERCAP HOLDINGS NV,Irland,USD,0.10541738999999999,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US2855121099,ELECTRONIC ARTS INC,Vereinigte Staaten von Amerika,USD,0.10387645,,NASDAQ National Market System,Kommunikationsdienste,
IE00BL25JP72,US0937121079,BLOOM ENERGY CORP,Vereinigte Staaten von Amerika,USD,0.10337801,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US4663131039,JABIL INC,Vereinigte Staaten von Amerika,USD,0.10252789,Ba1,New York Stock Exchange,Informationstechnologie,
IE00BL25JP72,US5705351048,MARKEL GROUP INC,Vereinigte Staaten von Amerika,USD,0.10243405,Baa2,New York Stock Exchange,Finanzen,
IE00BL25JP72,NL0011540547,ABN AMRO BANK NV,Niederlande,EUR,0.10203976,,Euronext Amsterdam,Finanzen,
IE00BL25JP72,JP3300200007,KONAMI GROUP CORP,Japan,JPY,0.10157849999999999,,Tokyo Stock Exchange,Kommunikationsdienste,
IE00BL25JP72,US8807701029,TERADYNE INC,Vereinigte Staaten von Amerika,USD,0.10121233,,NASDAQ National Market System,Informationstechnologie,
IE00BL25JP72,US7739031091,ROCKWELL AUTOMATION INC,Vereinigte Staaten von Amerika,USD,0.1009637,A3,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,JP3726800000,JAPAN TOBACCO INC,Japan,JPY,0.10057914,Aa3,Tokyo Stock Exchange,BasiskonsumgÃ¼ter,
IE00BL25JP72,NL0010773842,NN GROUP NV,Niederlande,EUR,0.09944286999999999,,Euronext Amsterdam,Finanzen,
IE00BL25JP72,US04626A1034,ASTERA LABS INC,Vereinigte Staaten von Amerika,USD,0.09750835000000001,,NASDAQ National Market System,Informationstechnologie,
IE00BL25JP72,IT0000066123,BPER BANCA,Italien,EUR,0.09704535,Ba2,Milan Stock Exchange,Finanzen,
IE00BL25JP72,JP3778630008,BANDAI NAMCO HOLDINGS INC,Japan,JPY,0.0924447,,Tokyo Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,DE000A0D9PT0,MTU AERO ENGINES AG,Deutschland,EUR,0.0913406,Baa3,XETRA,Industrieunternehmen,
IE00BL25JP72,AU000000EVN4,EVOLUTION MINING LTD,Australien,AUD,0.09099905,,Australian Stock Exchange,Material,
IE00BL25JP72,SG1F60858221,SINGAPORE TECHNOLOGIES ENGINEERING,Singapur,SGD,0.08963612,,,Industrieunternehmen,
IE00BL25JP72,JP3119600009,AJINOMOTO INC,Japan,JPY,0.08959199,Aa3,Tokyo Stock Exchange,BasiskonsumgÃ¼ter,
IE00BL25JP72,US35137L1052,FOX CORP CLASS A,Vereinigte Staaten von Amerika,USD,0.08773927,,NASDAQ National Market System,Kommunikationsdienste,
IE00BL25JP72,JP3443600006,TAISEI CORP,Japan,JPY,0.08689915,,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US2567461080,DOLLAR TREE INC,Vereinigte Staaten von Amerika,USD,0.08677433,,NASDAQ National Market System,BasiskonsumgÃ¼ter,
IE00BL25JP72,FI4000552500,SAMPO CLASS A,Finnland,EUR,0.08605261,,,Finanzen,
IE00BL25JP72,US65473P1057,NISOURCE INC,Vereinigte Staaten von Amerika,USD,0.08549385999999999,Baa3,New York Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,IT0003796171,POSTE ITALIANE,Italien,EUR,0.08457081,,Milan Stock Exchange,Finanzen,
IE00BL25JP72,US50212V1008,LPL FINANCIAL HOLDINGS INC,Vereinigte Staaten von Amerika,USD,0.08406911,,NASDAQ National Market System,Finanzen,
IE00BL25JP72,IT0004176001,PRYSMIAN,Italien,EUR,0.08246548000000001,,Milan Stock Exchange,Industrieunternehmen,
IE00BL25JP72,JP3634600005,TOYOTA INDUSTRIES CORP,Japan,JPY,0.08242282000000001,Aa3,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,SG1J26887955,SINGAPORE EXCHANGE LTD,Singapur,SGD,0.08227142,,,Finanzen,
IE00BL25JP72,JP3404600003,SUMITOMO CORP,Japan,JPY,0.08190792,A2,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US4228062083,HEICO CORP,Vereinigte Staaten von Amerika,USD,0.08129386,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,SE0000667891,SANDVIK AB,Schweden,SEK,0.08071805,Baa2,Stockholm Stock Exchange,Industrieunternehmen,
IE00BL25JP72,AU0000030678,COLES GROUP LTD,Australien,AUD,0.0798929,,Australian Stock Exchange,BasiskonsumgÃ¼ter,
IE00BL25JP72,IL0007670123,PHOENIX FINANCIAL LTD,Israel,ILS,0.07961939999999999,,,Finanzen,
IE00BL25JP72,CA0115321089,ALAMOS GOLD INC CLASS A,Kanada,CAD,0.07945354,,Toronto Stock Exchange,Material,
IE00BL25JP72,FI0009003727,WARTSILA OYJ ABP,Finnland,EUR,0.07876968,,Helsinki Stock Exchange,Industrieunternehmen,
IE00BL25JP72,CA5503711080,LUNDIN GOLD INC,Kanada,CAD,0.07776584,,,Material,
IE00BL25JP72,JP3914400001,MURATA MANUFACTURING CO LTD,Japan,JPY,0.07755659,,Tokyo Stock Exchange,Informationstechnologie,
IE00BL25JP72,CH1243598427,SANDOZ GROUP AG,Schweiz,CHF,0.07746444999999999,,,Gesundheitswesen,
IE00BL25JP72,JP3538800008,TDK CORP,Japan,JPY,0.07712440000000001,A3,Tokyo Stock Exchange,Informationstechnologie,
IE00BL25JP72,JP3635000007,TOYOTA TSUSHO CORP,Japan,JPY,0.07685101,A2,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,ES0130670112,ENDESA SA,Spanien,EUR,0.07589821,Baa2,Mercado Continuo Espana,Versorgungsunternehmen,
IE00BL25JP72,JP3436120004,SBI HOLDINGS INC,Japan,JPY,0.07587110999999999,B1,Tokyo Stock Exchange,Finanzen,
IE00BL25JP72,SG9999000020,FLEX LTD,Singapur,USD,0.07545809,Ba1,NASDAQ National Market System,Informationstechnologie,
IE00BL25JP72,ES0113679I37,BANKINTER SA,Spanien,EUR,0.07358255,Baa3,Mercado Continuo Espana,Finanzen,
IE00BL25JP72,DE0007037129,RWE AG,Deutschland,EUR,0.07339823,Baa1,XETRA,Versorgungsunternehmen,
IE00BL25JP72,AU000000TLS2,TELSTRA GROUP LTD,Australien,AUD,0.07338943,A2,Australian Stock Exchange,Kommunikationsdienste,
IE00BL25JP72,CA2908761018,EMERA INC,Kanada,CAD,0.07321664,Baa1,Toronto Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,CA0977518616,BOMBARDIER INC,Kanada,CAD,0.07306371,,Toronto Stock Exchange,Industrieunternehmen,
IE00BL25JP72,IL0006912120,ISRAEL DISCOUNT BANK LTD,Israel,ILS,0.07225619,,Tokyo Stock Exchange,Finanzen,
IE00BL25JP72,US45784P1012,INSULET CORP,Vereinigte Staaten von Amerika,USD,0.07213635,,NASDAQ National Market System,Gesundheitswesen,
IE00BL25JP72,JP3118000003,ASICS CORP,Japan,JPY,0.07069599,,Tokyo Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,JP3762800005,NOMURA RESEARCH INSTITUTE LTD,Japan,JPY,0.06986393,,Tokyo Stock Exchange,Informationstechnologie,
IE00BL25JP72,CH0008038389,SWISS PRIME SITE AG,Schweiz,CHF,0.06953167,,Scoach Switzerland,Immobilien,
IE00BL25JP72,US30034W1062,EVERGY INC,Vereinigte Staaten von Amerika,USD,0.06950828,,New York Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,DK0010274414,DANSKE BANK A/S,DÃ¤nemark,DKK,0.06940486,Baa1,Copenhagen Stock Exchange,Finanzen,
IE00BL25JP72,GB00BMVP7Y09,ROYALTY PHARMA PLC,Vereinigte Staaten von Amerika,USD,0.06788261000000001,,NASDAQ National Market System,Gesundheitswesen,
IE00BL25JP72,US21873S1087,COREWEAVE INC,Vereinigte Staaten von Amerika,USD,0.06518362,,NASDAQ National Market System,Informationstechnologie,
IE00BL25JP72,CH0010570759,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,Schweiz,CHF,0.06468258,,Scoach Switzerland,BasiskonsumgÃ¼ter,
IE00BL25JP72,GB00B2QPKJ12,FRESNILLO PLC,GroÃbritannien (UK),GBP,0.06448256,Baa2,London Stock Exchange,Material,
IE00BL25JP72,JP3573000001,TOKYO GAS LTD,Japan,JPY,0.06442077,Aa3,Tokyo Stock Exchange,Versorgungsunternehmen,
IE00BL25JP72,CA45075E1043,IA FINANCIAL INC,Kanada,CAD,0.06359943,,,Finanzen,
IE00BL25JP72,JP3976300008,RYOHIN KEIKAKU LTD,Japan,JPY,0.06269793,,Tokyo Stock Exchange,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,CA39138C1068,GREAT WEST LIFECO INC,Kanada,CAD,0.06220361,A1,Toronto Stock Exchange,Finanzen,
IE00BL25JP72,GB00B1WY2338,SMITHS GROUP PLC,GroÃbritannien (UK),GBP,0.06219747,Baa2,London Stock Exchange,Industrieunternehmen,
IE00BL25JP72,US4228061093,HEICO CORP,Vereinigte Staaten von Amerika,USD,0.06184183,,New York Stock Exchange,Industrieunternehmen,
IE00BL25JP72,IT0004810054,UNIPOL ASSICURAZIONI SPA,Italien,EUR,0.06178863,Ba2,Milan Stock Exchange,Finanzen,
IE00BL25JP72,US74624M1027,PURE STORAGE INC,Vereinigte Staaten von Amerika,USD,0.06096049,,New York Stock Exchange,Informationstechnologie,
IE00BL25JP72,HK0016000132,SUN HUNG KAI PROPERTIES LTD,Hong Kong,HKD,0.06071005,,,Immobilien,
IE00BL25JP72,JP3899600005,MITSUBISHI ESTATE LTD,Japan,JPY,0.06055133,,Tokyo Stock Exchange,Immobilien,
IE00BL25JP72,DE0006602006,GEA GROUP AG,Deutschland,EUR,0.060410149999999996,Baa3,XETRA,Industrieunternehmen,
IE00BL25JP72,FR0000121485,KERING SA,Frankreich,EUR,0.05957217,Baa2,Euronext Paris,Nicht-BasiskonsumgÃ¼ter,
IE00BL25JP72,JP3190000004,OBAYASHI CORP,Japan,JPY,0.05856358,,Tokyo Stock Exchange,Industrieunternehmen,
IE00BL25JP72,SG1U68934629,KEPPEL LTD,Singapur,SGD,0.058211530000000004,,,Industrieunternehmen,
IE00BL25JP72,CH0010570767,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Schweiz,CHF,0.057258090000000005,,Scoach Switzerland,BasiskonsumgÃ¼ter,
IE00BL25JP72,KYG217651051,CK HUTCHISON HOLDINGS LTD,GroÃbritannien (UK),HKD,0.05626061,,,Industrieunternehmen,
